Date,RealEntry,Units
2019-07-03,152260060,kWh/d
2019-07-04,152260060,kWh/d
2019-07-05,152260060,kWh/d
2019-07-06,152260060,kWh/d
2019-07-07,152260060,kWh/d
2019-07-08,152260060,kWh/d
2019-07-09,152260060,kWh/d
2019-07-10,152260060,kWh/d
2019-07-11,152260060,kWh/d
2019-07-12,152260060,kWh/d
2019-07-13,152260060,kWh/d
2019-07-14,152260060,kWh/d
2019-07-15,152260060,kWh/d
2019-07-16,152260060,kWh/d
2019-07-17,152260060,kWh/d
2019-07-18,152260060,kWh/d
2019-07-19,152260060,kWh/d
2019-07-20,152260060,kWh/d
2019-07-21,152260060,kWh/d
2019-07-22,152260060,kWh/d
2019-07-23,152260060,kWh/d
2019-07-24,152260060,kWh/d
2019-07-25,152260060,kWh/d
2019-07-26,152260060,kWh/d
2019-07-27,152260060,kWh/d
2019-07-28,152260060,kWh/d
2019-07-29,152260060,kWh/d
2019-07-30,152260060,kWh/d
2019-07-31,152260060,kWh/d
2019-08-01,167315068,kWh/d
2019-08-02,167315068,kWh/d
2019-08-03,167315068,kWh/d
2019-08-04,167315068,kWh/d
2019-08-05,167315068,kWh/d
2019-08-06,167315068,kWh/d
2019-08-07,174546171,kWh/d
2019-08-08,174546171,kWh/d
2019-08-09,167315068,kWh/d
2019-08-10,167315068,kWh/d
2019-08-11,167315068,kWh/d
2019-08-12,167315068,kWh/d
2019-08-13,167315068,kWh/d
2019-08-14,167315068,kWh/d
2019-08-15,167315068,kWh/d
2019-08-16,167315068,kWh/d
2019-08-17,167315068,kWh/d
2019-08-18,167315068,kWh/d
2019-08-19,167315068,kWh/d
2019-08-20,167315068,kWh/d
2019-08-21,167315068,kWh/d
2019-08-22,167315068,kWh/d
2019-08-23,167315068,kWh/d
2019-08-24,167315068,kWh/d
2019-08-25,167315068,kWh/d
2019-08-26,167315068,kWh/d
2019-08-27,174546171,kWh/d
2019-08-28,174546171,kWh/d
2019-08-29,174546171,kWh/d
2019-08-30,174546171,kWh/d
2019-08-31,167315068,kWh/d
2019-09-01,150100060,kWh/d
2019-09-02,150100060,kWh/d
2019-09-03,150114344,kWh/d
2019-09-04,174546171,kWh/d
2019-09-05,150100060,kWh/d
2019-09-06,150100060,kWh/d
2019-09-07,150100060,kWh/d
2019-09-08,150100060,kWh/d
2019-09-09,150100060,kWh/d
2019-09-10,150100060,kWh/d
2019-09-11,150100060,kWh/d
2019-09-12,150100060,kWh/d
2019-09-13,150100060,kWh/d
2019-09-14,150100060,kWh/d
2019-09-15,150100060,kWh/d
2019-09-16,150106164,kWh/d
2019-09-17,150100060,kWh/d
2019-09-18,174546171,kWh/d
2019-09-19,174546171,kWh/d
2019-09-20,174546170,kWh/d
2019-09-21,150100060,kWh/d
2019-09-22,158500060,kWh/d
2019-09-23,150100060,kWh/d
2019-09-24,150100060,kWh/d
2019-09-25,150100060,kWh/d
2019-09-26,150100060,kWh/d
2019-09-27,150100060,kWh/d
2019-09-28,174546171,kWh/d
2019-09-29,174546171,kWh/d
2019-09-30,150100060,kWh/d
2019-10-01,174546171,kWh/d
2019-10-02,146140108,kWh/d
2019-10-03,173524107,kWh/d
2019-10-04,146140108,kWh/d
2019-10-05,146140108,kWh/d
2019-10-06,146140108,kWh/d
2019-10-07,174546169,kWh/d
2019-10-08,174546171,kWh/d
2019-10-09,174546170,kWh/d
2019-10-10,174546170,kWh/d
2019-10-11,175004979,kWh/d
2019-10-12,169201708,kWh/d
2019-10-13,168687100,kWh/d
2019-10-14,153133947,kWh/d
2019-10-15,146140108,kWh/d
2019-10-16,146142108,kWh/d
2019-10-17,174232107,kWh/d
2019-10-18,154470124,kWh/d
2019-10-19,146140108,kWh/d
2019-10-20,146142475,kWh/d
2019-10-21,174546169,kWh/d
2019-10-22,174546171,kWh/d
2019-10-23,174546171,kWh/d
2019-10-24,174546168,kWh/d
2019-10-25,174546170,kWh/d
2019-10-26,160091139,kWh/d
2019-10-27,160650532,kWh/d
2019-10-28,150190108,kWh/d
2019-10-29,157138107,kWh/d
2019-10-30,146140108,kWh/d
2019-10-31,146140108,kWh/d
2019-11-01,146140108,kWh/d
2019-11-02,146140108,kWh/d
2019-11-03,146140108,kWh/d
2019-11-04,146140108,kWh/d
2019-11-05,146140108,kWh/d
2019-11-06,146140108,kWh/d
2019-11-07,146140108,kWh/d
2019-11-08,146140108,kWh/d
2019-11-09,146140108,kWh/d
2019-11-10,146140108,kWh/d
2019-11-11,146140108,kWh/d
2019-11-12,146140108,kWh/d
2019-11-13,146140108,kWh/d
2019-11-14,146140108,kWh/d
2019-11-15,146140108,kWh/d
2019-11-16,146140108,kWh/d
2019-11-17,146140108,kWh/d
2019-11-18,146140108,kWh/d
2019-11-19,146140108,kWh/d
2019-11-20,146140108,kWh/d
2019-11-21,146140108,kWh/d
2019-11-22,146140108,kWh/d
2019-11-23,146140108,kWh/d
2019-11-24,146140108,kWh/d
2019-11-25,146140108,kWh/d
2019-11-26,146140108,kWh/d
2019-11-27,146140108,kWh/d
2019-11-28,146140108,kWh/d
2019-11-29,146140108,kWh/d
2019-11-30,146140108,kWh/d
2019-12-01,146140108,kWh/d
2019-12-02,146140108,kWh/d
2019-12-03,146140108,kWh/d
2019-12-04,146140108,kWh/d
2019-12-05,146140108,kWh/d
2019-12-06,146140108,kWh/d
2019-12-07,146140108,kWh/d
2019-12-08,146140108,kWh/d
2019-12-09,146140108,kWh/d
2019-12-10,146140108,kWh/d
2019-12-11,146140108,kWh/d
2019-12-12,146140108,kWh/d
2019-12-13,146140108,kWh/d
2019-12-14,146140108,kWh/d
2019-12-15,146140108,kWh/d
2019-12-16,146140108,kWh/d
2019-12-17,146140108,kWh/d
2019-12-18,146140108,kWh/d
2019-12-19,146140108,kWh/d
2019-12-20,146140108,kWh/d
2019-12-21,146140108,kWh/d
2019-12-22,146140108,kWh/d
2019-12-23,146140108,kWh/d
2019-12-24,146140108,kWh/d
2019-12-25,146140108,kWh/d
2019-12-26,146140108,kWh/d
2019-12-27,146140108,kWh/d
2019-12-28,146140108,kWh/d
2019-12-29,146140108,kWh/d
2019-12-30,146140108,kWh/d
2019-12-31,146140108,kWh/d
2020-01-01,146140108,kWh/d
2020-01-02,146140108,kWh/d
2020-01-03,146140108,kWh/d
2020-01-04,146140108,kWh/d
2020-01-05,146140108,kWh/d
2020-01-06,146140108,kWh/d
2020-01-07,146140108,kWh/d
2020-01-08,146140108,kWh/d
2020-01-09,146140108,kWh/d
2020-01-10,146140108,kWh/d
2020-01-11,146140108,kWh/d
2020-01-12,146140108,kWh/d
2020-01-13,146140108,kWh/d
2020-01-14,146140108,kWh/d
2020-01-15,146140108,kWh/d
2020-01-16,146140108,kWh/d
2020-01-17,146140108,kWh/d
2020-01-18,146140108,kWh/d
2020-01-19,146140108,kWh/d
2020-01-20,146140108,kWh/d
2020-01-21,146140108,kWh/d
2020-01-22,146140108,kWh/d
2020-01-23,146140108,kWh/d
2020-01-24,161284107,kWh/d
2020-01-25,146140108,kWh/d
2020-01-26,146140108,kWh/d
2020-01-27,146140108,kWh/d
2020-01-28,146140108,kWh/d
2020-01-29,146140108,kWh/d
2020-01-30,146140108,kWh/d
2020-01-31,146140108,kWh/d
2020-02-01,146140108,kWh/d
