Date,RealExit,Units
2019-07-03,126100140,kWh/d
2019-07-04,126100140,kWh/d
2019-07-05,126100140,kWh/d
2019-07-06,126100140,kWh/d
2019-07-07,126100140,kWh/d
2019-07-08,126100140,kWh/d
2019-07-09,126100140,kWh/d
2019-07-10,126100140,kWh/d
2019-07-11,126100140,kWh/d
2019-07-12,126100140,kWh/d
2019-07-13,126100140,kWh/d
2019-07-14,126100140,kWh/d
2019-07-15,126100140,kWh/d
2019-07-16,126100140,kWh/d
2019-07-17,126100140,kWh/d
2019-07-18,126100140,kWh/d
2019-07-19,126100140,kWh/d
2019-07-20,126100140,kWh/d
2019-07-21,126100140,kWh/d
2019-07-22,126100140,kWh/d
2019-07-23,126100140,kWh/d
2019-07-24,126100140,kWh/d
2019-07-25,153100140,kWh/d
2019-07-26,126100140,kWh/d
2019-07-27,126100140,kWh/d
2019-07-28,126100140,kWh/d
2019-07-29,126100140,kWh/d
2019-07-30,126100140,kWh/d
2019-07-31,126100140,kWh/d
2019-08-01,126100140,kWh/d
2019-08-02,126100140,kWh/d
2019-08-03,126100140,kWh/d
2019-08-04,126100140,kWh/d
2019-08-05,126100140,kWh/d
2019-08-06,126100140,kWh/d
2019-08-07,126100140,kWh/d
2019-08-08,126100140,kWh/d
2019-08-09,126100154,kWh/d
2019-08-10,126100140,kWh/d
2019-08-11,126100140,kWh/d
2019-08-12,126100140,kWh/d
2019-08-13,126100140,kWh/d
2019-08-14,126100140,kWh/d
2019-08-15,126100140,kWh/d
2019-08-16,126100140,kWh/d
2019-08-17,126100140,kWh/d
2019-08-18,126100140,kWh/d
2019-08-19,126100140,kWh/d
2019-08-20,126100140,kWh/d
2019-08-21,126100140,kWh/d
2019-08-22,126100140,kWh/d
2019-08-23,126100140,kWh/d
2019-08-24,126100140,kWh/d
2019-08-25,126100140,kWh/d
2019-08-26,126100140,kWh/d
2019-08-27,126100140,kWh/d
2019-08-28,126100140,kWh/d
2019-08-29,126100140,kWh/d
2019-08-30,126100140,kWh/d
2019-08-31,126100140,kWh/d
2019-09-01,126100140,kWh/d
2019-09-02,126100140,kWh/d
2019-09-03,126100140,kWh/d
2019-09-04,126100140,kWh/d
2019-09-05,126100140,kWh/d
2019-09-06,126100140,kWh/d
2019-09-07,126100140,kWh/d
2019-09-08,126100140,kWh/d
2019-09-09,126100140,kWh/d
2019-09-10,126100140,kWh/d
2019-09-11,126100140,kWh/d
2019-09-12,126100140,kWh/d
2019-09-13,126100140,kWh/d
2019-09-14,126100140,kWh/d
2019-09-15,126100140,kWh/d
2019-09-16,126100140,kWh/d
2019-09-17,126100140,kWh/d
2019-09-18,126100140,kWh/d
2019-09-19,126100140,kWh/d
2019-09-20,126100140,kWh/d
2019-09-21,126100140,kWh/d
2019-09-22,126100140,kWh/d
2019-09-23,126100140,kWh/d
2019-09-24,126100140,kWh/d
2019-09-25,126100140,kWh/d
2019-09-26,126100140,kWh/d
2019-09-27,126100140,kWh/d
2019-09-28,126100140,kWh/d
2019-09-29,126100140,kWh/d
2019-09-30,126100140,kWh/d
2019-10-01,126100140,kWh/d
2019-10-02,126100140,kWh/d
2019-10-03,126100140,kWh/d
2019-10-04,126100140,kWh/d
2019-10-05,126100140,kWh/d
2019-10-06,126100140,kWh/d
2019-10-07,126100140,kWh/d
2019-10-08,126100140,kWh/d
2019-10-09,126100140,kWh/d
2019-10-10,126100140,kWh/d
2019-10-11,126100140,kWh/d
2019-10-12,126100140,kWh/d
2019-10-13,126100140,kWh/d
2019-10-14,126100140,kWh/d
2019-10-15,126100140,kWh/d
2019-10-16,126100140,kWh/d
2019-10-17,126100140,kWh/d
2019-10-18,126100140,kWh/d
2019-10-19,126100140,kWh/d
2019-10-20,126100140,kWh/d
2019-10-21,126100140,kWh/d
2019-10-22,126100140,kWh/d
2019-10-23,126100140,kWh/d
2019-10-24,126100140,kWh/d
2019-10-25,126100140,kWh/d
2019-10-26,126100140,kWh/d
2019-10-27,126100140,kWh/d
2019-10-28,126100140,kWh/d
2019-10-29,126100140,kWh/d
2019-10-30,126100140,kWh/d
2019-10-31,126100140,kWh/d
2019-11-01,126100140,kWh/d
2019-11-02,126100140,kWh/d
2019-11-03,152241147,kWh/d
2019-11-04,150838965,kWh/d
2019-11-05,140536017,kWh/d
2019-11-06,131860140,kWh/d
2019-11-07,126100140,kWh/d
2019-11-08,126100140,kWh/d
2019-11-09,126100140,kWh/d
2019-11-10,126100140,kWh/d
2019-11-11,126100140,kWh/d
2019-11-12,126100140,kWh/d
2019-11-13,126100140,kWh/d
2019-11-14,126100140,kWh/d
2019-11-15,126100140,kWh/d
2019-11-16,126100140,kWh/d
2019-11-17,126100140,kWh/d
2019-11-18,126100140,kWh/d
2019-11-19,126100140,kWh/d
2019-11-20,126100140,kWh/d
2019-11-21,126100140,kWh/d
2019-11-22,126100140,kWh/d
2019-11-23,126100140,kWh/d
2019-11-24,126100140,kWh/d
2019-11-25,126100140,kWh/d
2019-11-26,126100140,kWh/d
2019-11-27,126100140,kWh/d
2019-11-28,133320131,kWh/d
2019-11-29,126100140,kWh/d
2019-11-30,126100140,kWh/d
2019-12-01,131100156,kWh/d
2019-12-02,131100156,kWh/d
2019-12-03,131100156,kWh/d
2019-12-04,131100156,kWh/d
2019-12-05,131100156,kWh/d
2019-12-06,131100156,kWh/d
2019-12-07,131100156,kWh/d
2019-12-08,131100156,kWh/d
2019-12-09,131100156,kWh/d
2019-12-10,131100156,kWh/d
2019-12-11,131100156,kWh/d
2019-12-12,131100156,kWh/d
2019-12-13,131100156,kWh/d
2019-12-14,135644867,kWh/d
2019-12-15,135644867,kWh/d
2019-12-16,131100156,kWh/d
2019-12-17,138108155,kWh/d
2019-12-18,131100156,kWh/d
2019-12-19,133740156,kWh/d
2019-12-20,131600147,kWh/d
2019-12-21,139156163,kWh/d
2019-12-22,136758252,kWh/d
2019-12-23,141300156,kWh/d
2019-12-24,131100156,kWh/d
2019-12-25,131100156,kWh/d
2019-12-26,143100156,kWh/d
2019-12-27,134950164,kWh/d
2019-12-28,131693147,kWh/d
2019-12-29,131100156,kWh/d
2019-12-30,131100156,kWh/d
2019-12-31,131100156,kWh/d
2020-01-01,126772139,kWh/d
2020-01-02,126772139,kWh/d
2020-01-03,126772139,kWh/d
2020-01-04,126772139,kWh/d
2020-01-05,126772139,kWh/d
2020-01-06,126772139,kWh/d
2020-01-07,126772139,kWh/d
2020-01-08,126772139,kWh/d
2020-01-09,126772139,kWh/d
2020-01-10,126772139,kWh/d
2020-01-11,126772139,kWh/d
2020-01-12,126772139,kWh/d
2020-01-13,126772139,kWh/d
2020-01-14,126772139,kWh/d
2020-01-15,126772139,kWh/d
2020-01-16,126772139,kWh/d
2020-01-17,126772139,kWh/d
2020-01-18,126772139,kWh/d
2020-01-19,126772139,kWh/d
2020-01-20,126772139,kWh/d
2020-01-21,126772139,kWh/d
2020-01-22,126772139,kWh/d
2020-01-23,126772139,kWh/d
2020-01-24,126772139,kWh/d
2020-01-25,126772139,kWh/d
2020-01-26,126772139,kWh/d
2020-01-27,126772139,kWh/d
2020-01-28,126772139,kWh/d
2020-01-29,126772139,kWh/d
2020-01-30,126772139,kWh/d
2020-01-31,126772139,kWh/d
2020-02-01,126172139,kWh/d
